model,extinction_mechanism,n_rep,β_int_shared,β_int_all,β_spp,links_left,links_right
lmatrix,motility_descending,66,6,6,8,98,70
lmatrix,tiering_descending,66,0,0,2,98,60
lmatrix,calcification_descending,66,14,14,8,98,89
lmatrix,generality_ascending,66,3,3,7,98,58
lmatrix,vulnerability_ascending,66,8,8,9,98,71
lmatrix,size_ascending,66,2,2,6,98,39
lmatrix,motility_ascending,66,9,9,10,98,95
lmatrix,tiering_ascending,66,21,21,14,98,89
lmatrix,calcification_ascending,66,4,4,7,98,85
lmatrix,random,66,12,12,8,98,83
lmatrix,generality_descending,66,9,9,10,98,65
lmatrix,vulnerability_descending,66,3,3,8,98,37
lmatrix,size_descending,66,10,10,11,98,66
lmatrix,motility_descending,66,8,8,10,98,95
lmatrix,tiering_descending,66,0,0,2,98,60
lmatrix,calcification_descending,66,11,11,8,98,90
lmatrix,generality_ascending,66,3,3,7,98,58
lmatrix,vulnerability_ascending,66,8,8,9,98,71
lmatrix,size_ascending,66,1,1,6,98,45
lmatrix,motility_ascending,66,8,8,9,98,86
lmatrix,tiering_ascending,66,29,29,13,98,112
lmatrix,calcification_ascending,66,12,12,11,98,76
lmatrix,random,66,5,5,8,98,64
lmatrix,generality_descending,66,9,9,10,98,65
lmatrix,vulnerability_descending,66,3,3,8,98,37
lmatrix,size_descending,66,10,10,11,98,67
lmatrix,motility_descending,66,4,4,9,98,91
lmatrix,tiering_descending,66,0,0,2,98,60
lmatrix,calcification_descending,66,24,24,11,98,94
lmatrix,generality_ascending,66,3,3,7,98,58
lmatrix,vulnerability_ascending,66,8,8,9,98,71
lmatrix,size_ascending,66,2,2,6,98,42
lmatrix,motility_ascending,66,7,7,7,98,69
lmatrix,tiering_ascending,66,18,18,13,98,91
lmatrix,calcification_ascending,66,12,12,10,98,89
niche,random,66,9,9,14,58,127
niche,generality_descending,66,6,6,14,58,32
niche,vulnerability_descending,66,9,9,10,58,67
niche,generality_ascending,66,1,1,4,58,112
niche,vulnerability_ascending,66,20,20,20,58,75
niche,random,66,2,2,6,58,86
niche,generality_descending,66,6,6,14,58,32
niche,vulnerability_descending,66,9,9,10,58,67
niche,generality_ascending,66,1,1,4,58,112
niche,vulnerability_ascending,66,20,20,20,58,75
niche,random,66,2,2,6,58,89
niche,generality_descending,66,6,6,14,58,32
niche,vulnerability_descending,66,9,9,10,58,67
niche,generality_ascending,66,1,1,4,58,112
niche,vulnerability_ascending,66,20,20,20,58,75
niche,random,66,9,9,14,58,74
niche,generality_descending,66,6,6,14,58,32
niche,vulnerability_descending,66,9,9,10,58,67
niche,generality_ascending,66,1,1,4,58,112
niche,vulnerability_ascending,66,20,20,20,58,75
niche,random,66,2,2,5,58,105
niche,generality_descending,66,6,6,14,58,32
niche,vulnerability_descending,66,9,9,10,58,67
niche,generality_ascending,66,1,1,4,58,112
niche,vulnerability_ascending,66,20,20,20,58,75
pfim_metaweb,random,66,16,16,10,82,47
pfim_metaweb,generality_descending,66,7,7,8,82,19
pfim_metaweb,vulnerability_descending,66,11,11,7,82,46
pfim_metaweb,size_descending,66,17,17,11,82,55
pfim_metaweb,motility_descending,66,14,14,9,82,51
pfim_metaweb,tiering_descending,66,2,2,3,82,76
pfim_metaweb,calcification_descending,66,38,38,11,82,72
pfim_metaweb,generality_ascending,66,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,66,31,31,13,82,67
pfim_metaweb,size_ascending,66,21,21,7,82,79
pfim_metaweb,motility_ascending,66,42,42,13,82,77
pfim_metaweb,tiering_ascending,66,62,62,15,82,95
pfim_metaweb,calcification_ascending,66,39,39,13,82,66
pfim_metaweb,random,66,8,8,9,82,36
pfim_metaweb,generality_descending,66,7,7,8,82,19
pfim_metaweb,vulnerability_descending,66,11,11,7,82,46
pfim_metaweb,size_descending,66,17,17,11,82,55
pfim_metaweb,motility_descending,66,12,12,9,82,50
pfim_metaweb,tiering_descending,66,2,2,3,82,76
pfim_metaweb,calcification_descending,66,14,14,9,82,80
pfim_metaweb,generality_ascending,66,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,66,31,31,13,82,67
pfim_metaweb,size_ascending,66,26,26,8,82,82
pfim_metaweb,motility_ascending,66,11,11,7,82,47
pfim_metaweb,tiering_ascending,66,56,56,14,82,86
pfim_metaweb,calcification_ascending,66,17,17,8,82,47
pfim_metaweb,random,66,19,19,9,82,68
pfim_metaweb,generality_descending,66,7,7,8,82,19
pfim_metaweb,vulnerability_descending,66,11,11,7,82,46
pfim_metaweb,size_descending,66,19,19,12,82,56
pfim_metaweb,motility_descending,66,24,24,11,82,70
pfim_metaweb,tiering_descending,66,2,2,3,82,76
pfim_metaweb,calcification_descending,66,19,19,9,82,69
pfim_metaweb,generality_ascending,66,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,66,31,31,13,82,67
pfim_metaweb,size_ascending,66,21,21,7,82,77
pfim_metaweb,motility_ascending,66,9,9,8,82,34
pfim_metaweb,tiering_ascending,66,59,59,14,82,90
pfim_metaweb,calcification_ascending,66,24,24,11,82,54
pfim_metaweb,random,66,12,12,8,82,50
pfim_metaweb,generality_descending,66,7,7,8,82,19
pfim_metaweb,vulnerability_descending,66,11,11,7,82,46
pfim_metaweb,size_descending,66,9,9,10,82,47
pfim_metaweb,motility_descending,66,16,16,10,82,64
pfim_metaweb,tiering_descending,66,2,2,3,82,76
pfim_metaweb,calcification_descending,66,16,16,8,82,63
pfim_metaweb,generality_ascending,66,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,66,31,31,13,82,67
pfim_metaweb,size_ascending,66,16,16,6,82,79
pfim_metaweb,motility_ascending,66,25,25,11,82,66
pfim_metaweb,tiering_ascending,66,53,53,13,82,97
pfim_metaweb,calcification_ascending,66,16,16,8,82,53
pfim_metaweb,random,66,20,20,9,82,51
pfim_metaweb,generality_descending,66,7,7,8,82,19
pfim_metaweb,vulnerability_descending,66,11,11,7,82,46
pfim_metaweb,size_descending,66,15,15,10,82,55
pfim_metaweb,motility_descending,66,12,12,9,82,55
pfim_metaweb,tiering_descending,66,2,2,3,82,76
pfim_metaweb,calcification_descending,66,12,12,8,82,49
pfim_metaweb,generality_ascending,66,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,66,31,31,13,82,67
pfim_metaweb,size_ascending,66,27,27,8,82,82
pfim_metaweb,motility_ascending,66,23,23,11,82,42
pfim_metaweb,tiering_ascending,66,56,56,13,82,99
pfim_metaweb,calcification_ascending,66,18,18,8,82,68
pfim_downsample,random,66,8,8,7,70,50
pfim_downsample,generality_descending,66,7,7,8,70,19
pfim_downsample,vulnerability_descending,66,8,8,8,70,45
pfim_downsample,size_descending,66,9,9,10,70,35
pfim_downsample,motility_descending,66,11,11,9,70,37
pfim_downsample,tiering_descending,66,2,2,3,70,71
pfim_downsample,calcification_descending,66,13,13,8,70,59
pfim_downsample,generality_ascending,66,15,15,10,70,65
pfim_downsample,vulnerability_ascending,66,7,7,8,70,59
pfim_downsample,size_ascending,66,12,12,8,70,51
pfim_downsample,motility_ascending,66,23,23,11,70,40
pfim_downsample,tiering_ascending,66,45,45,16,70,66
pfim_downsample,calcification_ascending,66,14,14,10,70,41
pfim_downsample,random,66,12,12,8,70,42
pfim_downsample,generality_descending,66,7,7,8,70,19
pfim_downsample,vulnerability_descending,66,8,8,8,70,45
pfim_downsample,size_descending,66,15,15,11,70,33
pfim_downsample,motility_descending,66,7,7,8,70,57
pfim_downsample,tiering_descending,66,2,2,3,70,71
pfim_downsample,calcification_descending,66,7,7,8,70,37
pfim_downsample,generality_ascending,66,15,15,10,70,65
pfim_downsample,vulnerability_ascending,66,7,7,8,70,59
pfim_downsample,size_ascending,66,12,12,8,70,57
pfim_downsample,motility_ascending,66,27,27,13,70,51
pfim_downsample,tiering_ascending,66,37,37,15,70,63
pfim_downsample,calcification_ascending,66,11,11,8,70,48
pfim_downsample,random,66,10,10,8,70,58
pfim_downsample,generality_descending,66,7,7,8,70,19
pfim_downsample,vulnerability_descending,66,8,8,8,70,45
pfim_downsample,size_descending,66,10,10,11,70,34
pfim_downsample,motility_descending,66,14,14,10,70,29
pfim_downsample,tiering_descending,66,2,2,3,70,71
pfim_downsample,calcification_descending,66,18,18,10,70,61
pfim_downsample,generality_ascending,66,15,15,10,70,65
pfim_downsample,vulnerability_ascending,66,7,7,8,70,59
pfim_downsample,size_ascending,66,11,11,8,70,54
pfim_downsample,motility_ascending,66,19,19,11,70,40
pfim_downsample,tiering_ascending,66,31,31,13,70,66
pfim_downsample,calcification_ascending,66,13,13,9,70,39
pfim_downsample,random,66,8,8,7,70,32
pfim_downsample,generality_descending,66,7,7,8,70,19
pfim_downsample,vulnerability_descending,66,8,8,8,70,45
pfim_downsample,size_descending,66,15,15,11,70,42
pfim_downsample,motility_descending,66,12,12,8,70,35
pfim_downsample,tiering_descending,66,2,2,3,70,71
pfim_downsample,calcification_descending,66,3,3,4,70,60
pfim_downsample,generality_ascending,66,15,15,10,70,65
pfim_downsample,vulnerability_ascending,66,7,7,8,70,59
pfim_downsample,size_ascending,66,11,11,8,70,60
pfim_downsample,motility_ascending,66,13,13,9,70,33
pfim_downsample,tiering_ascending,66,35,35,14,70,69
pfim_downsample,calcification_ascending,66,19,19,10,70,48
pfim_downsample,random,66,9,9,8,70,55
pfim_downsample,generality_descending,66,7,7,8,70,19
pfim_downsample,vulnerability_descending,66,8,8,8,70,45
pfim_downsample,size_descending,66,14,14,11,70,32
pfim_downsample,motility_descending,66,11,11,9,70,49
pfim_downsample,tiering_descending,66,2,2,3,70,71
pfim_downsample,calcification_descending,66,6,6,7,70,41
pfim_downsample,generality_ascending,66,15,15,10,70,65
pfim_downsample,vulnerability_ascending,66,7,7,8,70,59
pfim_downsample,size_ascending,66,15,15,9,70,56
pfim_downsample,motility_ascending,66,21,21,12,70,40
pfim_downsample,tiering_ascending,66,39,39,15,70,62
pfim_downsample,calcification_ascending,66,19,19,10,70,47
random,random,66,10,10,7,95,82
random,generality_descending,66,23,23,9,95,98
random,vulnerability_descending,66,1,1,9,95,88
random,size_descending,66,11,11,11,95,83
random,motility_descending,66,19,19,10,95,141
random,tiering_descending,66,1,1,2,95,118
random,calcification_descending,66,31,31,8,95,134
random,generality_ascending,66,9,9,7,95,124
random,vulnerability_ascending,66,42,42,7,95,271
random,size_ascending,66,18,18,5,95,140
random,motility_ascending,66,18,18,10,95,75
random,tiering_ascending,66,60,60,12,95,141
random,calcification_ascending,66,14,14,8,95,79
random,random,66,17,17,7,95,124
random,generality_descending,66,23,23,9,95,98
random,vulnerability_descending,66,1,1,9,95,88
random,size_descending,66,10,10,10,95,86
random,motility_descending,66,10,10,11,95,49
random,tiering_descending,66,1,1,2,95,129
random,calcification_descending,66,15,15,8,95,151
random,generality_ascending,66,9,9,7,95,124
random,vulnerability_ascending,66,42,42,7,95,271
random,size_ascending,66,20,20,6,95,136
random,motility_ascending,66,12,12,10,95,78
random,tiering_ascending,66,62,62,14,95,141
random,calcification_ascending,66,1,1,7,95,67
random,random,66,11,11,7,95,121
random,generality_descending,66,23,23,9,95,98
random,vulnerability_descending,66,1,1,9,95,88
random,size_descending,66,11,11,11,95,83
random,motility_descending,66,13,13,11,95,116
random,tiering_descending,66,1,1,2,95,125
random,calcification_descending,66,11,11,6,95,108
random,generality_ascending,66,9,9,7,95,124
random,vulnerability_ascending,66,42,42,7,95,271
random,size_ascending,66,27,27,6,95,179
random,motility_ascending,66,2,2,9,95,67
random,tiering_ascending,66,65,65,14,95,141
random,calcification_ascending,66,5,5,7,95,80
random,random,66,24,24,11,95,117
random,generality_descending,66,23,23,9,95,98
random,vulnerability_descending,66,1,1,9,95,88
random,size_descending,66,10,10,10,95,87
random,motility_descending,66,18,18,9,95,148
random,tiering_descending,66,1,1,2,95,120
random,calcification_descending,66,31,31,10,95,145
random,generality_ascending,66,9,9,7,95,124
random,vulnerability_ascending,66,42,42,7,95,271
random,size_ascending,66,18,18,5,95,160
random,motility_ascending,66,0,0,6,95,90
random,tiering_ascending,66,65,65,14,95,140
random,calcification_ascending,66,8,8,8,95,83
random,random,66,7,7,7,95,99
random,generality_descending,66,23,23,9,95,98
random,vulnerability_descending,66,1,1,9,95,88
random,size_descending,66,10,10,10,95,86
random,motility_descending,66,2,2,8,95,85
random,tiering_descending,66,1,1,3,95,126
random,calcification_descending,66,10,10,8,95,78
random,generality_ascending,66,9,9,7,95,124
random,vulnerability_ascending,66,42,42,7,95,271
random,size_ascending,66,24,24,7,95,121
random,motility_ascending,66,3,3,10,95,57
random,tiering_ascending,66,66,66,14,95,141
random,calcification_ascending,66,0,0,6,95,50
adbm,random,67,6,6,7,113,91
adbm,generality_descending,67,10,10,12,113,80
adbm,vulnerability_descending,67,38,38,18,113,374
adbm,size_descending,67,8,8,10,113,81
adbm,motility_descending,67,16,16,11,113,91
adbm,tiering_descending,67,0,0,3,113,74
adbm,calcification_descending,67,10,10,8,113,99
adbm,generality_ascending,67,11,11,10,113,132
adbm,vulnerability_ascending,67,13,13,11,113,93
adbm,size_ascending,67,38,38,18,113,374
adbm,motility_ascending,67,17,17,12,113,146
adbm,tiering_ascending,67,31,31,14,113,115
adbm,calcification_ascending,67,6,6,8,113,105
adbm,random,67,20,20,12,113,101
adbm,generality_descending,67,10,10,12,113,80
adbm,vulnerability_descending,67,38,38,18,113,374
adbm,size_descending,67,10,10,11,113,82
adbm,motility_descending,67,15,15,11,113,99
adbm,tiering_descending,67,0,0,3,113,74
adbm,calcification_descending,67,8,8,8,113,100
adbm,generality_ascending,67,11,11,10,113,132
adbm,vulnerability_ascending,67,13,13,11,113,93
adbm,size_ascending,67,38,38,18,113,374
adbm,motility_ascending,67,9,9,10,113,105
adbm,tiering_ascending,67,35,35,17,113,119
adbm,calcification_ascending,67,6,6,8,113,121
adbm,random,67,14,14,10,113,83
adbm,generality_descending,67,10,10,12,113,80
adbm,vulnerability_descending,67,38,38,18,113,374
adbm,size_descending,67,10,10,12,113,82
adbm,motility_descending,67,10,10,10,113,81
adbm,tiering_descending,67,0,0,3,113,74
adbm,calcification_descending,67,23,23,11,113,111
adbm,generality_ascending,67,11,11,10,113,132
adbm,vulnerability_ascending,67,13,13,11,113,93
adbm,size_ascending,67,47,47,18,113,405
adbm,motility_ascending,67,7,7,10,113,115
adbm,tiering_ascending,67,31,31,14,113,108
adbm,calcification_ascending,67,10,10,10,113,89
adbm,random,67,12,12,9,113,107
adbm,generality_descending,67,10,10,12,113,80
adbm,vulnerability_descending,67,38,38,18,113,374
adbm,size_descending,67,10,10,11,113,81
adbm,motility_descending,67,5,5,9,113,88
adbm,tiering_descending,67,0,0,3,113,74
adbm,calcification_descending,67,1,1,5,113,83
adbm,generality_ascending,67,11,11,10,113,132
adbm,vulnerability_ascending,67,13,13,11,113,93
adbm,size_ascending,67,38,38,18,113,374
adbm,motility_ascending,67,33,33,13,113,122
adbm,tiering_ascending,67,30,30,14,113,106
adbm,calcification_ascending,67,0,0,9,113,87
adbm,random,67,14,14,10,113,96
adbm,generality_descending,67,10,10,12,113,80
adbm,vulnerability_descending,67,38,38,18,113,374
adbm,size_descending,67,10,10,11,113,81
adbm,motility_descending,67,24,24,12,113,115
adbm,tiering_descending,67,0,0,3,113,74
adbm,calcification_descending,67,24,24,12,113,95
adbm,generality_ascending,67,11,11,10,113,132
adbm,vulnerability_ascending,67,13,13,11,113,93
adbm,size_ascending,67,38,38,18,113,374
adbm,motility_ascending,67,2,2,8,113,73
adbm,tiering_ascending,67,39,39,16,113,129
adbm,calcification_ascending,67,5,5,8,113,103
bodymassratio,random,67,6,6,15,56,243
bodymassratio,generality_descending,67,2,2,8,56,49
bodymassratio,vulnerability_descending,67,4,4,11,56,48
bodymassratio,size_descending,67,15,15,19,56,365
bodymassratio,motility_descending,67,5,5,10,56,98
bodymassratio,tiering_descending,67,14,14,15,56,328
bodymassratio,calcification_descending,67,6,6,10,56,66
bodymassratio,generality_ascending,67,15,15,19,56,389
bodymassratio,vulnerability_ascending,67,2,2,7,56,85
bodymassratio,size_ascending,67,2,2,7,56,82
bodymassratio,motility_ascending,67,7,7,12,56,80
bodymassratio,tiering_ascending,67,5,5,12,56,64
bodymassratio,calcification_ascending,67,1,1,8,56,63
bodymassratio,random,67,1,1,7,56,76
bodymassratio,generality_descending,67,2,2,8,56,49
bodymassratio,vulnerability_descending,67,4,4,11,56,48
bodymassratio,size_descending,67,15,15,19,56,365
bodymassratio,motility_descending,67,8,8,12,56,70
bodymassratio,tiering_descending,67,15,15,18,56,348
bodymassratio,calcification_descending,67,4,4,8,56,62
bodymassratio,generality_ascending,67,15,15,19,56,389
bodymassratio,vulnerability_ascending,67,2,2,7,56,85
bodymassratio,size_ascending,67,2,2,7,56,84
bodymassratio,motility_ascending,67,5,5,10,56,92
bodymassratio,tiering_ascending,67,6,6,12,56,62
bodymassratio,calcification_ascending,67,3,3,9,56,75
bodymassratio,random,67,10,10,14,56,97
bodymassratio,generality_descending,67,2,2,8,56,49
bodymassratio,vulnerability_descending,67,4,4,11,56,48
bodymassratio,size_descending,67,15,15,19,56,365
bodymassratio,motility_descending,67,7,7,13,56,99
bodymassratio,tiering_descending,67,13,13,16,56,308
bodymassratio,calcification_descending,67,3,3,11,56,70
bodymassratio,generality_ascending,67,15,15,19,56,389
bodymassratio,vulnerability_ascending,67,2,2,7,56,85
bodymassratio,size_ascending,67,2,2,7,56,86
bodymassratio,motility_ascending,67,7,7,12,56,88
bodymassratio,tiering_ascending,67,7,7,13,56,67
bodymassratio,calcification_ascending,67,2,2,11,56,60
bodymassratio,random,67,2,2,9,56,65
bodymassratio,generality_descending,67,2,2,8,56,49
bodymassratio,vulnerability_descending,67,4,4,11,56,48
bodymassratio,size_descending,67,15,15,19,56,365
bodymassratio,motility_descending,67,8,8,14,56,82
bodymassratio,tiering_descending,67,12,12,14,56,315
bodymassratio,calcification_descending,67,3,3,9,56,67
bodymassratio,generality_ascending,67,15,15,19,56,389
bodymassratio,vulnerability_ascending,67,2,2,7,56,85
bodymassratio,size_ascending,67,2,2,7,56,86
bodymassratio,motility_ascending,67,14,14,18,56,340
bodymassratio,tiering_ascending,67,6,6,13,56,56
bodymassratio,calcification_ascending,67,4,4,12,56,130
bodymassratio,random,67,2,2,8,56,67
bodymassratio,generality_descending,67,2,2,8,56,49
bodymassratio,vulnerability_descending,67,4,4,11,56,48
bodymassratio,size_descending,67,15,15,19,56,365
bodymassratio,motility_descending,67,6,6,12,56,51
bodymassratio,tiering_descending,67,11,11,14,56,279
bodymassratio,calcification_descending,67,8,8,11,56,70
bodymassratio,generality_ascending,67,15,15,19,56,389
bodymassratio,vulnerability_ascending,67,2,2,7,56,85
bodymassratio,size_ascending,67,2,2,8,56,86
bodymassratio,motility_ascending,67,7,7,11,56,108
bodymassratio,tiering_ascending,67,10,10,14,56,71
bodymassratio,calcification_ascending,67,3,3,10,56,55
lmatrix,random,67,3,3,7,85,64
lmatrix,generality_descending,67,6,6,10,85,64
lmatrix,vulnerability_descending,67,12,12,16,85,216
lmatrix,size_descending,67,6,6,10,85,64
lmatrix,motility_descending,67,6,6,9,85,74
lmatrix,tiering_descending,67,0,0,3,85,55
lmatrix,calcification_descending,67,16,16,12,85,89
lmatrix,generality_ascending,67,4,4,9,85,69
lmatrix,vulnerability_ascending,67,6,6,10,85,68
