model,extinction_mechanism,n_rep,β_int_shared,β_int_all,β_spp,links_left,links_right
adbm,generality_ascending,65,11,11,8,119,124
adbm,vulnerability_ascending,65,17,17,11,119,110
adbm,size_ascending,65,65,65,18,119,581
adbm,motility_ascending,65,14,14,9,119,118
adbm,tiering_ascending,65,32,32,13,119,117
adbm,calcification_ascending,65,28,28,11,119,179
adbm,random,65,12,12,8,119,120
adbm,generality_descending,65,12,12,11,119,90
adbm,vulnerability_descending,65,73,73,19,119,667
adbm,size_descending,65,12,12,11,119,91
adbm,motility_descending,65,22,22,10,119,117
adbm,tiering_descending,65,0,0,2,119,178
adbm,calcification_descending,65,9,9,7,119,104
adbm,generality_ascending,65,11,11,8,119,124
adbm,vulnerability_ascending,65,17,17,11,119,110
adbm,size_ascending,65,57,57,18,119,538
adbm,motility_ascending,65,12,12,11,119,107
adbm,tiering_ascending,65,15,15,10,119,116
adbm,calcification_ascending,65,11,11,9,119,115
adbm,random,65,10,10,9,119,116
adbm,generality_descending,65,12,12,11,119,90
adbm,vulnerability_descending,65,73,73,19,119,667
adbm,size_descending,65,12,12,11,119,97
adbm,motility_descending,65,36,36,14,119,427
adbm,tiering_descending,65,1,1,3,119,138
adbm,calcification_descending,65,9,9,7,119,110
adbm,generality_ascending,65,11,11,8,119,124
adbm,vulnerability_ascending,65,17,17,11,119,110
adbm,size_ascending,65,57,57,18,119,538
adbm,motility_ascending,65,20,20,12,119,148
adbm,tiering_ascending,65,32,32,12,119,133
adbm,calcification_ascending,65,19,19,10,119,190
adbm,random,65,65,65,18,119,600
adbm,generality_descending,65,12,12,11,119,90
adbm,vulnerability_descending,65,73,73,19,119,667
adbm,size_descending,65,12,12,11,119,90
adbm,motility_descending,65,37,37,14,119,350
adbm,tiering_descending,65,4,4,6,119,235
adbm,calcification_descending,65,12,12,7,119,124
adbm,generality_ascending,65,11,11,8,119,124
adbm,vulnerability_ascending,65,17,17,11,119,110
adbm,size_ascending,65,49,49,17,119,538
adbm,motility_ascending,65,23,23,10,119,125
adbm,tiering_ascending,65,39,39,14,119,129
adbm,calcification_ascending,65,23,23,13,119,192
adbm,random,65,32,32,12,119,316
adbm,generality_descending,65,12,12,11,119,90
adbm,vulnerability_descending,65,73,73,19,119,667
adbm,size_descending,65,12,12,11,119,97
adbm,motility_descending,65,36,36,14,119,200
adbm,tiering_descending,65,2,2,4,119,146
adbm,calcification_descending,65,2,2,5,119,102
adbm,generality_ascending,65,11,11,8,119,124
adbm,vulnerability_ascending,65,17,17,11,119,110
adbm,size_ascending,65,49,49,17,119,538
adbm,motility_ascending,65,7,7,9,119,128
adbm,tiering_ascending,65,24,24,12,119,116
adbm,calcification_ascending,65,17,17,9,119,107
bodymassratio,random,65,8,8,9,54,79
bodymassratio,generality_descending,65,2,2,10,54,40
bodymassratio,vulnerability_descending,65,6,6,13,54,61
bodymassratio,size_descending,65,18,18,18,54,337
bodymassratio,motility_descending,65,10,10,11,54,70
bodymassratio,tiering_descending,65,0,0,3,54,79
bodymassratio,calcification_descending,65,5,5,9,54,74
bodymassratio,generality_ascending,65,17,17,17,54,270
bodymassratio,vulnerability_ascending,65,1,1,8,54,95
bodymassratio,size_ascending,65,2,2,7,54,92
bodymassratio,motility_ascending,65,10,10,11,54,75
bodymassratio,tiering_ascending,65,5,5,14,54,58
bodymassratio,calcification_ascending,65,4,4,10,54,63
bodymassratio,random,65,1,1,8,54,74
bodymassratio,generality_descending,65,2,2,10,54,40
bodymassratio,vulnerability_descending,65,6,6,13,54,61
bodymassratio,size_descending,65,18,18,18,54,337
bodymassratio,motility_descending,65,10,10,11,54,51
bodymassratio,tiering_descending,65,8,8,11,54,212
bodymassratio,calcification_descending,65,6,6,10,54,88
bodymassratio,generality_ascending,65,17,17,17,54,270
bodymassratio,vulnerability_ascending,65,1,1,8,54,95
bodymassratio,size_ascending,65,2,2,8,54,95
bodymassratio,motility_ascending,65,10,10,9,54,65
bodymassratio,tiering_ascending,65,8,8,15,54,69
bodymassratio,calcification_ascending,65,2,2,9,54,63
bodymassratio,random,65,6,6,9,54,74
bodymassratio,generality_descending,65,2,2,10,54,40
bodymassratio,vulnerability_descending,65,6,6,13,54,61
bodymassratio,size_descending,65,18,18,19,54,350
bodymassratio,motility_descending,65,7,7,11,54,69
bodymassratio,tiering_descending,65,4,4,11,54,226
bodymassratio,calcification_descending,65,7,7,10,54,77
bodymassratio,generality_ascending,65,17,17,17,54,270
bodymassratio,vulnerability_ascending,65,1,1,8,54,95
bodymassratio,size_ascending,65,2,2,8,54,92
bodymassratio,motility_ascending,65,9,9,11,54,61
bodymassratio,tiering_ascending,65,4,4,12,54,50
bodymassratio,calcification_ascending,65,5,5,11,54,115
bodymassratio,random,65,5,5,9,54,59
bodymassratio,generality_descending,65,2,2,10,54,40
bodymassratio,vulnerability_descending,65,6,6,13,54,61
bodymassratio,size_descending,65,18,18,19,54,350
bodymassratio,motility_descending,65,6,6,10,54,78
bodymassratio,tiering_descending,65,0,0,6,54,97
bodymassratio,calcification_descending,65,4,4,8,54,54
bodymassratio,generality_ascending,65,17,17,17,54,270
bodymassratio,vulnerability_ascending,65,1,1,8,54,95
bodymassratio,size_ascending,65,1,1,7,54,92
bodymassratio,motility_ascending,65,16,16,12,54,73
bodymassratio,tiering_ascending,65,7,7,14,54,59
bodymassratio,calcification_ascending,65,6,6,10,54,61
bodymassratio,random,65,1,1,9,54,63
bodymassratio,generality_descending,65,2,2,10,54,40
bodymassratio,vulnerability_descending,65,6,6,13,54,61
bodymassratio,size_descending,65,18,18,19,54,350
bodymassratio,motility_descending,65,6,6,9,54,74
bodymassratio,tiering_descending,65,0,0,5,54,109
bodymassratio,calcification_descending,65,3,3,8,54,70
bodymassratio,generality_ascending,65,17,17,17,54,270
bodymassratio,vulnerability_ascending,65,1,1,8,54,95
bodymassratio,size_ascending,65,1,1,7,54,90
bodymassratio,motility_ascending,65,13,13,11,54,74
bodymassratio,tiering_ascending,65,5,5,14,54,50
bodymassratio,calcification_ascending,65,8,8,15,54,214
lmatrix,random,65,13,13,10,98,89
lmatrix,generality_descending,65,7,7,11,98,70
lmatrix,vulnerability_descending,65,24,24,15,98,320
lmatrix,size_descending,65,6,6,9,98,74
lmatrix,motility_descending,65,9,9,7,98,82
lmatrix,tiering_descending,65,0,0,2,98,52
lmatrix,calcification_descending,65,6,6,8,98,79
lmatrix,generality_ascending,65,9,9,9,98,92
lmatrix,vulnerability_ascending,65,9,9,10,98,82
lmatrix,size_ascending,65,52,52,19,98,416
lmatrix,motility_ascending,65,7,7,8,98,87
lmatrix,tiering_ascending,65,19,19,12,98,103
lmatrix,calcification_ascending,65,9,9,10,98,103
lmatrix,random,65,8,8,7,98,86
lmatrix,generality_descending,65,7,7,11,98,70
lmatrix,vulnerability_descending,65,24,24,15,98,320
lmatrix,size_descending,65,6,6,10,98,73
lmatrix,motility_descending,65,13,13,8,98,85
lmatrix,tiering_descending,65,0,0,1,98,54
lmatrix,calcification_descending,65,4,4,8,98,76
lmatrix,generality_ascending,65,9,9,9,98,92
lmatrix,vulnerability_ascending,65,9,9,10,98,82
lmatrix,size_ascending,65,28,28,16,98,348
lmatrix,motility_ascending,65,7,7,7,98,96
lmatrix,tiering_ascending,65,28,28,14,98,100
lmatrix,calcification_ascending,65,3,3,6,98,72
lmatrix,random,65,8,8,6,98,99
lmatrix,generality_descending,65,7,7,11,98,70
lmatrix,vulnerability_descending,65,24,24,15,98,320
lmatrix,size_descending,65,5,5,9,98,73
lmatrix,motility_descending,65,6,6,7,98,86
lmatrix,tiering_descending,65,0,0,2,98,52
lmatrix,calcification_descending,65,4,4,5,98,82
lmatrix,generality_ascending,65,9,9,9,98,92
lmatrix,vulnerability_ascending,65,9,9,10,98,82
lmatrix,size_ascending,65,52,52,19,98,416
lmatrix,motility_ascending,65,3,3,6,98,81
lmatrix,tiering_ascending,65,20,20,11,98,106
lmatrix,calcification_ascending,65,9,9,9,98,84
lmatrix,random,65,19,19,11,98,175
lmatrix,generality_descending,65,7,7,11,98,70
lmatrix,vulnerability_descending,65,24,24,15,98,320
lmatrix,size_descending,65,7,7,10,98,73
lmatrix,motility_descending,65,4,4,7,98,83
lmatrix,tiering_descending,65,0,0,2,98,76
lmatrix,calcification_descending,65,3,3,6,98,82
lmatrix,generality_ascending,65,9,9,9,98,92
lmatrix,vulnerability_ascending,65,9,9,10,98,82
lmatrix,size_ascending,65,28,28,16,98,348
lmatrix,motility_ascending,65,12,12,9,98,78
lmatrix,tiering_ascending,65,21,21,14,98,89
lmatrix,calcification_ascending,65,14,14,9,98,84
lmatrix,random,65,5,5,7,98,82
lmatrix,generality_descending,65,7,7,11,98,70
lmatrix,vulnerability_descending,65,24,24,15,98,320
lmatrix,size_descending,65,7,7,10,98,74
lmatrix,motility_descending,65,11,11,9,98,96
lmatrix,tiering_descending,65,0,0,1,98,48
lmatrix,calcification_descending,65,3,3,7,98,75
lmatrix,generality_ascending,65,9,9,9,98,92
lmatrix,vulnerability_ascending,65,9,9,10,98,82
lmatrix,size_ascending,65,34,34,17,98,376
lmatrix,motility_ascending,65,24,24,13,98,140
lmatrix,tiering_ascending,65,21,21,14,98,85
lmatrix,calcification_ascending,65,0,0,5,98,63
niche,random,65,3,3,8,48,70
niche,generality_descending,65,7,7,14,48,30
niche,vulnerability_descending,65,7,7,8,48,93
niche,generality_ascending,65,3,3,5,48,106
niche,vulnerability_ascending,65,12,12,16,48,65
niche,random,65,6,6,10,48,73
niche,generality_descending,65,7,7,14,48,30
niche,vulnerability_descending,65,7,7,8,48,93
niche,generality_ascending,65,3,3,5,48,106
niche,vulnerability_ascending,65,12,12,16,48,65
niche,random,65,9,9,10,48,83
niche,generality_descending,65,7,7,14,48,30
niche,vulnerability_descending,65,7,7,8,48,93
niche,generality_ascending,65,3,3,5,48,106
niche,vulnerability_ascending,65,12,12,16,48,65
niche,random,65,4,4,7,48,84
niche,generality_descending,65,7,7,14,48,30
niche,vulnerability_descending,65,7,7,8,48,93
niche,generality_ascending,65,3,3,5,48,106
niche,vulnerability_ascending,65,12,12,16,48,65
niche,random,65,1,1,6,48,81
niche,generality_descending,65,7,7,14,48,30
niche,vulnerability_descending,65,7,7,8,48,93
niche,generality_ascending,65,3,3,5,48,106
niche,vulnerability_ascending,65,12,12,16,48,65
pfim_metaweb,random,65,22,22,11,82,47
pfim_metaweb,generality_descending,65,7,7,8,82,19
pfim_metaweb,vulnerability_descending,65,11,11,7,82,46
pfim_metaweb,size_descending,65,17,17,11,82,56
pfim_metaweb,motility_descending,65,15,15,9,82,33
pfim_metaweb,tiering_descending,65,2,2,3,82,76
pfim_metaweb,calcification_descending,65,17,17,8,82,64
pfim_metaweb,generality_ascending,65,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,65,31,31,13,82,67
pfim_metaweb,size_ascending,65,21,21,7,82,82
pfim_metaweb,motility_ascending,65,17,17,11,82,53
pfim_metaweb,tiering_ascending,65,56,56,13,82,103
pfim_metaweb,calcification_ascending,65,19,19,10,82,35
pfim_metaweb,random,65,11,11,8,82,58
pfim_metaweb,generality_descending,65,7,7,8,82,19
pfim_metaweb,vulnerability_descending,65,11,11,7,82,46
pfim_metaweb,size_descending,65,16,16,10,82,56
pfim_metaweb,motility_descending,65,13,13,8,82,48
pfim_metaweb,tiering_descending,65,2,2,3,82,76
pfim_metaweb,calcification_descending,65,11,11,8,82,47
pfim_metaweb,generality_ascending,65,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,65,31,31,13,82,67
pfim_metaweb,size_ascending,65,16,16,6,82,79
pfim_metaweb,motility_ascending,65,13,13,9,82,27
pfim_metaweb,tiering_ascending,65,59,59,14,82,102
pfim_metaweb,calcification_ascending,65,19,19,9,82,47
pfim_metaweb,random,65,14,14,10,82,72
pfim_metaweb,generality_descending,65,7,7,8,82,19
pfim_metaweb,vulnerability_descending,65,11,11,7,82,46
pfim_metaweb,size_descending,65,17,17,11,82,48
pfim_metaweb,motility_descending,65,20,20,10,82,44
pfim_metaweb,tiering_descending,65,2,2,3,82,76
pfim_metaweb,calcification_descending,65,15,15,8,82,65
pfim_metaweb,generality_ascending,65,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,65,31,31,13,82,67
pfim_metaweb,size_ascending,65,27,27,8,82,84
pfim_metaweb,motility_ascending,65,23,23,12,82,40
pfim_metaweb,tiering_ascending,65,56,56,14,82,97
pfim_metaweb,calcification_ascending,65,26,26,10,82,75
pfim_metaweb,random,65,24,24,11,82,35
pfim_metaweb,generality_descending,65,7,7,8,82,19
pfim_metaweb,vulnerability_descending,65,11,11,7,82,46
pfim_metaweb,size_descending,65,18,18,11,82,42
pfim_metaweb,motility_descending,65,19,19,9,82,42
pfim_metaweb,tiering_descending,65,2,2,3,82,76
pfim_metaweb,calcification_descending,65,9,9,6,82,51
pfim_metaweb,generality_ascending,65,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,65,31,31,13,82,67
pfim_metaweb,size_ascending,65,21,21,7,82,72
pfim_metaweb,motility_ascending,65,18,18,10,82,49
pfim_metaweb,tiering_ascending,65,47,47,12,82,96
pfim_metaweb,calcification_ascending,65,18,18,11,82,59
pfim_metaweb,random,65,29,29,11,82,64
pfim_metaweb,generality_descending,65,7,7,8,82,19
pfim_metaweb,vulnerability_descending,65,11,11,7,82,46
pfim_metaweb,size_descending,65,19,19,12,82,41
pfim_metaweb,motility_descending,65,20,20,11,82,47
pfim_metaweb,tiering_descending,65,2,2,3,82,76
pfim_metaweb,calcification_descending,65,11,11,6,82,74
pfim_metaweb,generality_ascending,65,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,65,31,31,13,82,67
pfim_metaweb,size_ascending,65,21,21,7,82,72
pfim_metaweb,motility_ascending,65,32,32,11,82,59
pfim_metaweb,tiering_ascending,65,65,65,15,82,101
pfim_metaweb,calcification_ascending,65,21,21,10,82,44
pfim_downsample,random,65,17,17,9,76,46
pfim_downsample,generality_descending,65,7,7,8,76,19
pfim_downsample,vulnerability_descending,65,9,9,9,76,40
pfim_downsample,size_descending,65,13,13,11,76,39
pfim_downsample,motility_descending,65,10,10,9,76,22
pfim_downsample,tiering_descending,65,2,2,3,76,72
pfim_downsample,calcification_descending,65,7,7,7,76,48
pfim_downsample,generality_ascending,65,23,23,11,76,69
pfim_downsample,vulnerability_ascending,65,10,10,11,76,34
pfim_downsample,size_ascending,65,11,11,8,76,55
pfim_downsample,motility_ascending,65,17,17,11,76,32
pfim_downsample,tiering_ascending,65,32,32,13,76,64
pfim_downsample,calcification_ascending,65,24,24,11,76,48
pfim_downsample,random,65,19,19,10,76,54
pfim_downsample,generality_descending,65,7,7,8,76,19
pfim_downsample,vulnerability_descending,65,9,9,9,76,40
pfim_downsample,size_descending,65,13,13,11,76,39
pfim_downsample,motility_descending,65,16,16,9,76,65
pfim_downsample,tiering_descending,65,2,2,3,76,72
pfim_downsample,calcification_descending,65,5,5,6,76,35
pfim_downsample,generality_ascending,65,23,23,11,76,69
pfim_downsample,vulnerability_ascending,65,10,10,11,76,34
pfim_downsample,size_ascending,65,11,11,8,76,60
pfim_downsample,motility_ascending,65,15,15,11,76,33
pfim_downsample,tiering_ascending,65,43,43,15,76,75
pfim_downsample,calcification_ascending,65,8,8,8,76,52
pfim_downsample,random,65,10,10,8,76,42
pfim_downsample,generality_descending,65,7,7,8,76,19
pfim_downsample,vulnerability_descending,65,9,9,9,76,40
pfim_downsample,size_descending,65,12,12,10,76,38
pfim_downsample,motility_descending,65,13,13,10,76,54
pfim_downsample,tiering_descending,65,2,2,3,76,72
pfim_downsample,calcification_descending,65,4,4,6,76,54
pfim_downsample,generality_ascending,65,23,23,11,76,69
pfim_downsample,vulnerability_ascending,65,10,10,11,76,34
pfim_downsample,size_ascending,65,11,11,8,76,57
pfim_downsample,motility_ascending,65,14,14,10,76,46
pfim_downsample,tiering_ascending,65,38,38,15,76,64
pfim_downsample,calcification_ascending,65,12,12,8,76,37
pfim_downsample,random,65,5,5,7,76,62
pfim_downsample,generality_descending,65,7,7,8,76,19
pfim_downsample,vulnerability_descending,65,9,9,9,76,40
pfim_downsample,size_descending,65,10,10,11,76,34
pfim_downsample,motility_descending,65,12,12,9,76,50
pfim_downsample,tiering_descending,65,2,2,3,76,72
pfim_downsample,calcification_descending,65,9,9,8,76,56
pfim_downsample,generality_ascending,65,23,23,11,76,69
pfim_downsample,vulnerability_ascending,65,10,10,11,76,34
pfim_downsample,size_ascending,65,11,11,8,76,60
pfim_downsample,motility_ascending,65,17,17,9,76,33
pfim_downsample,tiering_ascending,65,34,34,13,76,61
pfim_downsample,calcification_ascending,65,8,8,6,76,30
pfim_downsample,random,65,12,12,7,76,59
pfim_downsample,generality_descending,65,7,7,8,76,19
pfim_downsample,vulnerability_descending,65,9,9,9,76,40
pfim_downsample,size_descending,65,12,12,11,76,38
pfim_downsample,motility_descending,65,23,23,10,76,44
pfim_downsample,tiering_descending,65,2,2,3,76,72
pfim_downsample,calcification_descending,65,18,18,10,76,41
pfim_downsample,generality_ascending,65,23,23,11,76,69
pfim_downsample,vulnerability_ascending,65,10,10,11,76,34
pfim_downsample,size_ascending,65,6,6,6,76,67
pfim_downsample,motility_ascending,65,20,20,12,76,51
pfim_downsample,tiering_ascending,65,39,39,14,76,70
pfim_downsample,calcification_ascending,65,22,22,10,76,50
random,random,65,6,6,8,70,115
random,generality_descending,65,8,8,7,70,93
random,vulnerability_descending,65,0,0,8,70,74
random,size_descending,65,7,7,9,70,93
random,motility_descending,65,15,15,9,70,135
random,tiering_descending,65,0,0,3,70,139
random,calcification_descending,65,4,4,7,70,106
random,generality_ascending,65,8,8,6,70,133
random,vulnerability_ascending,65,30,30,7,70,271
random,size_ascending,65,26,26,8,70,150
random,motility_ascending,65,11,11,11,70,62
random,tiering_ascending,65,47,47,13,70,140
random,calcification_ascending,65,1,1,5,70,101
random,random,65,1,1,6,70,99
random,generality_descending,65,8,8,7,70,93
random,vulnerability_descending,65,0,0,8,70,74
random,size_descending,65,8,8,10,70,95
random,motility_descending,65,2,2,5,70,79
random,tiering_descending,65,0,0,2,70,133
random,calcification_descending,65,1,1,6,70,107
random,generality_ascending,65,8,8,6,70,133
random,vulnerability_ascending,65,30,30,7,70,271
random,size_ascending,65,25,25,7,70,155
random,motility_ascending,65,15,15,8,70,73
random,tiering_ascending,65,54,54,13,70,141
random,calcification_ascending,65,7,7,8,70,141
random,random,65,2,2,9,70,111
random,generality_descending,65,8,8,7,70,93
random,vulnerability_descending,65,0,0,8,70,74
random,size_descending,65,7,7,9,70,93
random,motility_descending,65,15,15,8,70,79
random,tiering_descending,65,0,0,3,70,133
random,calcification_descending,65,13,13,7,70,117
random,generality_ascending,65,8,8,6,70,133
random,vulnerability_ascending,65,30,30,7,70,271
random,size_ascending,65,16,16,7,70,114
random,motility_ascending,65,7,7,8,70,106
random,tiering_ascending,65,42,42,11,70,140
random,calcification_ascending,65,27,27,8,70,148
random,random,65,3,3,9,70,96
random,generality_descending,65,8,8,7,70,93
random,vulnerability_descending,65,0,0,8,70,74
random,size_descending,65,8,8,10,70,95
random,motility_descending,65,15,15,9,70,81
random,tiering_descending,65,0,0,2,70,139
random,calcification_descending,65,13,13,8,70,80
random,generality_ascending,65,8,8,6,70,133
random,vulnerability_ascending,65,30,30,7,70,271
random,size_ascending,65,26,26,8,70,141
random,motility_ascending,65,28,28,12,70,126
random,tiering_ascending,65,49,49,13,70,120
random,calcification_ascending,65,12,12,10,70,100
random,random,65,9,9,8,70,100
random,generality_descending,65,8,8,7,70,93
random,vulnerability_descending,65,0,0,8,70,74
random,size_descending,65,8,8,10,70,73
random,motility_descending,65,11,11,9,70,92
random,tiering_descending,65,0,0,3,70,135
random,calcification_descending,65,22,22,8,70,141
random,generality_ascending,65,8,8,6,70,133
random,vulnerability_ascending,65,30,30,7,70,271
random,size_ascending,65,20,20,6,70,144
random,motility_ascending,65,0,0,6,70,56
random,tiering_ascending,65,43,43,11,70,140
random,calcification_ascending,65,6,6,7,70,97
adbm,random,66,10,10,7,122,117
adbm,generality_descending,66,12,12,10,122,81
adbm,vulnerability_descending,66,4,4,8,122,75
adbm,size_descending,66,14,14,11,122,83
adbm,motility_descending,66,7,7,9,122,110
adbm,tiering_descending,66,0,0,2,122,113
adbm,calcification_descending,66,16,16,10,122,117
adbm,generality_ascending,66,4,4,8,122,81
adbm,vulnerability_ascending,66,10,10,9,122,96
adbm,size_ascending,66,4,4,7,122,79
adbm,motility_ascending,66,22,22,12,122,126
adbm,tiering_ascending,66,40,40,14,122,135
adbm,calcification_ascending,66,5,5,7,122,128
adbm,random,66,14,14,9,122,111
adbm,generality_descending,66,12,12,10,122,81
adbm,vulnerability_descending,66,4,4,8,122,75
adbm,size_descending,66,13,13,10,122,83
adbm,motility_descending,66,10,10,8,122,129
adbm,tiering_descending,66,0,0,2,122,113
adbm,calcification_descending,66,25,25,10,122,109
adbm,generality_ascending,66,4,4,8,122,81
adbm,vulnerability_ascending,66,10,10,9,122,96
adbm,size_ascending,66,3,3,7,122,76
adbm,motility_ascending,66,7,7,7,122,126
adbm,tiering_ascending,66,39,39,14,122,138
adbm,calcification_ascending,66,4,4,6,122,117
adbm,random,66,22,22,10,122,115
adbm,generality_descending,66,12,12,10,122,81
adbm,vulnerability_descending,66,4,4,8,122,75
adbm,size_descending,66,13,13,10,122,83
adbm,motility_descending,66,2,2,5,122,115
adbm,tiering_descending,66,0,0,2,122,113
adbm,calcification_descending,66,17,17,9,122,128
adbm,generality_ascending,66,4,4,8,122,81
adbm,vulnerability_ascending,66,10,10,9,122,96
adbm,size_ascending,66,2,2,6,122,82
adbm,motility_ascending,66,16,16,9,122,133
adbm,tiering_ascending,66,20,20,11,122,129
adbm,calcification_ascending,66,19,19,10,122,120
adbm,random,66,0,0,4,122,118
adbm,generality_descending,66,12,12,10,122,81
adbm,vulnerability_descending,66,4,4,8,122,75
adbm,size_descending,66,12,12,10,122,81
adbm,motility_descending,66,10,10,9,122,134
adbm,tiering_descending,66,0,0,2,122,113
adbm,calcification_descending,66,12,12,8,122,108
adbm,generality_ascending,66,4,4,8,122,81
adbm,vulnerability_ascending,66,10,10,9,122,96
adbm,size_ascending,66,3,3,7,122,79
adbm,motility_ascending,66,12,12,10,122,126
adbm,tiering_ascending,66,23,23,13,122,110
adbm,calcification_ascending,66,6,6,8,122,122
adbm,random,66,10,10,7,122,131
adbm,generality_descending,66,12,12,10,122,81
adbm,vulnerability_descending,66,4,4,8,122,75
adbm,size_descending,66,13,13,10,122,83
adbm,motility_descending,66,12,12,10,122,116
adbm,tiering_descending,66,0,0,2,122,113
adbm,calcification_descending,66,10,10,7,122,119
adbm,generality_ascending,66,4,4,8,122,81
adbm,vulnerability_ascending,66,10,10,9,122,96
adbm,size_ascending,66,4,4,8,122,80
adbm,motility_ascending,66,12,12,9,122,134
adbm,tiering_ascending,66,27,27,14,122,131
adbm,calcification_ascending,66,17,17,9,122,132
bodymassratio,random,66,5,5,11,57,66
bodymassratio,generality_descending,66,1,1,9,57,80
bodymassratio,vulnerability_descending,66,4,4,14,57,65
bodymassratio,size_descending,66,16,16,18,57,344
bodymassratio,motility_descending,66,10,10,13,57,265
bodymassratio,tiering_descending,66,11,11,15,57,295
bodymassratio,calcification_descending,66,3,3,7,57,76
bodymassratio,generality_ascending,66,17,17,19,57,374
bodymassratio,vulnerability_ascending,66,1,1,7,57,92
bodymassratio,size_ascending,66,1,1,8,57,91
bodymassratio,motility_ascending,66,5,5,10,57,70
bodymassratio,tiering_ascending,66,2,2,12,57,69
bodymassratio,calcification_ascending,66,1,1,10,57,154
bodymassratio,random,66,10,10,17,57,256
bodymassratio,generality_descending,66,1,1,9,57,80
bodymassratio,vulnerability_descending,66,4,4,14,57,65
bodymassratio,size_descending,66,16,16,18,57,344
bodymassratio,motility_descending,66,4,4,12,57,78
bodymassratio,tiering_descending,66,11,11,14,57,320
bodymassratio,calcification_descending,66,7,7,10,57,157
bodymassratio,generality_ascending,66,17,17,19,57,374
bodymassratio,vulnerability_ascending,66,1,1,7,57,92
bodymassratio,size_ascending,66,1,1,7,57,92
bodymassratio,motility_ascending,66,13,13,14,57,100
bodymassratio,tiering_ascending,66,11,11,16,57,68
bodymassratio,calcification_ascending,66,2,2,9,57,53
bodymassratio,random,66,1,1,7,57,73
bodymassratio,generality_descending,66,1,1,9,57,80
bodymassratio,vulnerability_descending,66,4,4,14,57,65
bodymassratio,size_descending,66,16,16,18,57,344
bodymassratio,motility_descending,66,7,7,10,57,94
bodymassratio,tiering_descending,66,11,11,16,57,312
bodymassratio,calcification_descending,66,4,4,8,57,76
bodymassratio,generality_ascending,66,17,17,19,57,374
bodymassratio,vulnerability_ascending,66,1,1,7,57,92
bodymassratio,size_ascending,66,1,1,8,57,91
bodymassratio,motility_ascending,66,7,7,11,57,63
bodymassratio,tiering_ascending,66,8,8,15,57,64
bodymassratio,calcification_ascending,66,10,10,12,57,173
bodymassratio,random,66,4,4,7,57,84
bodymassratio,generality_descending,66,1,1,9,57,80
bodymassratio,vulnerability_descending,66,4,4,14,57,65
bodymassratio,size_descending,66,16,16,18,57,344
bodymassratio,motility_descending,66,10,10,11,57,77
bodymassratio,tiering_descending,66,10,10,14,57,278
bodymassratio,calcification_descending,66,5,5,11,57,152
bodymassratio,generality_ascending,66,17,17,19,57,374
bodymassratio,vulnerability_ascending,66,1,1,7,57,92
bodymassratio,size_ascending,66,1,1,7,57,93
bodymassratio,motility_ascending,66,11,11,14,57,253
bodymassratio,tiering_ascending,66,8,8,14,57,63
bodymassratio,calcification_ascending,66,5,5,11,57,68
bodymassratio,random,66,3,3,8,57,62
bodymassratio,generality_descending,66,1,1,9,57,80
bodymassratio,vulnerability_descending,66,4,4,14,57,65
bodymassratio,size_descending,66,16,16,18,57,344
bodymassratio,motility_descending,66,12,12,15,57,184
bodymassratio,tiering_descending,66,12,12,16,57,355
bodymassratio,calcification_descending,66,6,6,11,57,72
bodymassratio,generality_ascending,66,17,17,19,57,374
bodymassratio,vulnerability_ascending,66,1,1,7,57,92
bodymassratio,size_ascending,66,1,1,7,57,92
bodymassratio,motility_ascending,66,8,8,11,57,77
bodymassratio,tiering_ascending,66,8,8,14,57,60
bodymassratio,calcification_ascending,66,7,7,11,57,80
lmatrix,random,66,5,5,9,98,84
lmatrix,generality_descending,66,9,9,10,98,65
lmatrix,vulnerability_descending,66,3,3,8,98,37
lmatrix,size_descending,66,9,9,10,98,66
lmatrix,motility_descending,66,3,3,7,98,80
lmatrix,tiering_descending,66,0,0,2,98,60
lmatrix,calcification_descending,66,4,4,4,98,91
lmatrix,generality_ascending,66,3,3,7,98,58
lmatrix,vulnerability_ascending,66,8,8,9,98,71
lmatrix,size_ascending,66,3,3,8,98,35
lmatrix,motility_ascending,66,10,10,10,98,94
lmatrix,tiering_ascending,66,19,19,12,98,98
lmatrix,calcification_ascending,66,13,13,10,98,99
lmatrix,random,66,9,9,8,98,117
lmatrix,generality_descending,66,9,9,10,98,65
lmatrix,vulnerability_descending,66,3,3,8,98,37
lmatrix,size_descending,66,9,9,10,98,69
lmatrix,motility_descending,66,6,6,8,98,80
lmatrix,tiering_descending,66,0,0,2,98,60
lmatrix,calcification_descending,66,4,4,7,98,80
lmatrix,generality_ascending,66,3,3,7,98,58
lmatrix,vulnerability_ascending,66,8,8,9,98,71
lmatrix,size_ascending,66,2,2,7,98,38
lmatrix,motility_ascending,66,5,5,8,98,90
lmatrix,tiering_ascending,66,31,31,14,98,104
lmatrix,calcification_ascending,66,5,5,6,98,84
lmatrix,random,66,10,10,9,98,62
lmatrix,generality_descending,66,9,9,10,98,65
lmatrix,vulnerability_descending,66,3,3,8,98,37
lmatrix,size_descending,66,9,9,10,98,66
