model,time,n_rep,param_set,richness,connectance,diameter,complexity,trophic_level,distance,generality,vulnerability,redundancy,S1,S2,S4,S5
BMR,G3,1,shifted_optimum_low,28,0.14285714285714285,7,0.8949502740109736,14.61971715074321,1.0,0.6735753140545634,0.6198864890117055,3.0357142857142856,0.4655612244897959,0.07015306122448979,0.25,0.26913265306122447
BMR,G3,1,shifted_optimum_high,28,0.1364795918367347,9,0.9043164345555561,7.595241049823169,3.0,0.67960389910437,0.5875337651970179,2.857142857142857,0.41836734693877553,0.0,0.27933673469387754,0.3086734693877551
ADBM,G3,1,biomass_driven,28,0.23341836734693877,2,0.7796178396748393,3.2337698412698406,3.0,1.0093397859354545,0.8488212408407015,5.571428571428571,0.27040816326530615,0.2512755102040816,0.9247448979591837,1.1441326530612246
ADBM,G3,1,high_attack,28,0.2653061224489796,1,0.7894699546035342,3.1980709876543196,2.0,1.0602339314889921,0.8872282729533897,6.464285714285714,0.0,0.6530612244897959,0.9477040816326531,1.2678571428571428
ADBM,G3,1,low_attack,28,0.26658163265306123,1,0.7929805114476174,3.2027006172839494,2.0,1.0533031543829297,0.8860296293076105,6.5,0.0,0.6632653061224489,0.951530612244898,1.2627551020408163
ADBM,G3,1,power_handling,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
ADBM,G3,1,high_handling,28,0.2653061224489796,1,0.7894699546035342,3.1980709876543196,2.0,1.0602339314889921,0.8872282729533897,6.464285714285714,0.0,0.6530612244897959,0.9477040816326531,1.2678571428571428
ADBM,G3,1,low_handling,28,0.26658163265306123,1,0.7929805114476174,3.2027006172839494,2.0,1.0533031543829297,0.8860296293076105,6.5,0.0,0.6632653061224489,0.951530612244898,1.2627551020408163
ADBM,G3,1,strict_ratio,28,0.22576530612244897,1,0.7880976564476094,3.0687229437229426,2.0,1.1119832299300993,1.0529019374768303,5.357142857142857,0.0,0.3852040816326531,0.9783163265306123,1.066326530612245
ADBM,G3,1,relaxed_ratio,28,0.3673469387755102,1,0.7803418943093895,3.601516130927895,2.0,0.8479176461809692,0.6990076413533151,9.321428571428571,0.0,1.840561224489796,0.7551020408163265,1.1747448979591837
ADBM,G3,1,baseline,28,0.26658163265306123,1,0.7929805114476174,3.2027006172839494,2.0,1.0533031543829297,0.8860296293076105,6.5,0.0,0.6632653061224489,0.951530612244898,1.2627551020408163
BMR,G4,1,strict_threshold,44,0.11725206611570248,9,0.8855100395104873,36.037307193225885,3.0,0.6366465568091699,0.7323801833739417,4.181818181818182,0.53150826446281,0.03202479338842975,0.37035123966942146,0.33161157024793386
BMR,G4,1,narrow_niche,44,0.15960743801652894,6,0.8651645550203861,1.0,1.0,0.46114478029927114,0.5022588934274538,6.045454545454546,0.9514462809917356,0.013429752066115703,0.6053719008264463,0.5836776859504132
BMR,G4,1,wide_niche,44,0.08264462809917356,11,0.9163609172663022,25.963725368903987,1.0,0.537354631505117,0.6499329124591818,2.659090909090909,0.3202479338842975,0.01962809917355372,0.15134297520661158,0.13171487603305784
BMR,G4,1,relaxed_threshold,44,0.10847107438016529,9,0.896769154683551,55.76436965776082,2.0,0.6043314274357854,0.6850926184079629,3.7954545454545454,0.384297520661157,0.02634297520661157,0.297004132231405,0.2706611570247934
BMR,G4,1,baseline,44,0.12603305785123967,8,0.8906257403968054,57.53348119418782,3.0,0.48176306231029803,0.5121963305508256,4.568181818181818,0.5960743801652892,0.02324380165289256,0.3527892561983471,0.3424586776859504
BMR,G4,1,shifted_optimum_low,44,0.1368801652892562,9,0.8783788960173494,149.9672927640537,4.0,0.49551759003623513,0.44794941696130947,5.045454545454546,0.6942148760330579,0.09865702479338843,0.3259297520661157,0.3440082644628099
BMR,G4,1,shifted_optimum_high,44,0.1234504132231405,8,0.8825952244188648,15.401829979524516,4.0,0.4533885588465036,0.4885344828005279,4.454545454545454,0.6146694214876033,0.0015495867768595042,0.35020661157024796,0.3393595041322314
ADBM,G4,1,biomass_driven,44,0.2308884297520661,3,0.7929508209825076,4.362013888888889,1.0,0.7630405718204198,0.8478099937145743,9.181818181818182,0.7443181818181818,0.3181818181818182,1.56301652892562,1.40650826446281
ADBM,G4,1,high_attack,44,0.30578512396694213,1,0.7655392856476928,3.9634996495108674,2.0,0.8186596329022411,0.9208706212079729,12.477272727272727,0.0,1.5625,2.0464876033057853,1.6890495867768596
ADBM,G4,1,low_attack,44,0.306301652892562,1,0.7652920317909604,3.965323870557311,2.0,0.8166575596706435,0.9205750501527016,12.5,0.0,1.5707644628099173,2.049586776859504,1.6854338842975207
ADBM,G4,1,power_handling,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
