model,extinction_mechanism,n_rep,tss
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.009403487911216805
adbm,motility_descending,33,0.0029153766769865843
adbm,tiering_descending,33,-0.07203585887796414
adbm,calcification_descending,33,-0.020022624434389142
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.3091182364729459
adbm,motility_ascending,33,-0.03454592363261094
adbm,tiering_ascending,33,0.20080321285140562
adbm,calcification_ascending,33,0.045372572334522396
adbm,random,33,-0.03779669762641899
adbm,generality_descending,33,-0.009403487911216805
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.0034482758620689655
adbm,motility_descending,33,0.02551622418879056
adbm,tiering_descending,33,-0.08943569553805775
adbm,calcification_descending,33,-0.04230769230769231
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.1678115525769906
adbm,motility_ascending,33,0.21862830152303836
adbm,tiering_ascending,33,0.096285140562249
adbm,calcification_ascending,33,-0.07125850340136054
adbm,random,33,0.04542772861356932
adbm,generality_descending,33,-0.009403487911216805
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.0034482758620689655
adbm,motility_descending,33,0.016640866873065017
adbm,tiering_descending,33,-0.08375219403223233
adbm,calcification_descending,33,-0.028733031674208143
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.34941549766199065
adbm,motility_ascending,33,0.038461538461538464
adbm,tiering_ascending,33,0.11730769230769231
adbm,calcification_ascending,33,-0.036164736164736165
adbm,random,33,0.04569143446852425
adbm,generality_descending,33,-0.009403487911216805
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.009403487911216805
adbm,motility_descending,33,0.026327784383670234
adbm,tiering_descending,33,-0.10313367499466154
adbm,calcification_descending,33,-0.02620663650075415
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.1678115525769906
adbm,motility_ascending,33,-0.04021879021879022
adbm,tiering_ascending,33,0.1416256157635468
adbm,calcification_ascending,33,-0.04845559845559846
adbm,random,33,0.018805309734513276
adbm,generality_descending,33,-0.009403487911216805
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.004637336504161712
adbm,motility_descending,33,-0.022961816305469555
adbm,tiering_descending,33,-0.07687379884689302
adbm,calcification_descending,33,-0.04667673716012084
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.1678115525769906
adbm,motility_ascending,33,-0.026179941002949854
adbm,tiering_ascending,33,0.21371100164203613
adbm,calcification_ascending,33,-0.09049773755656108
adbm,random,33,-0.07854449472096531
adbm,generality_descending,33,-0.009403487911216805
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.012970669837495046
adbm,motility_descending,33,-0.08026315789473684
adbm,tiering_descending,33,-0.048844282238442824
adbm,calcification_descending,33,-0.03299319727891156
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.1678115525769906
adbm,motility_ascending,33,0.0018833849329205367
adbm,tiering_ascending,33,0.24532374100719426
adbm,calcification_ascending,33,-0.027321981424148607
adbm,random,33,0.03775811209439528
adbm,generality_descending,33,-0.009403487911216805
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.004637336504161712
adbm,motility_descending,33,0.016591251885369532
adbm,tiering_descending,33,-0.05091240875912409
adbm,calcification_descending,33,-0.03626126126126126
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.3381322801978618
adbm,motility_ascending,33,-0.06573359073359074
adbm,tiering_ascending,33,0.22204433497536946
adbm,calcification_ascending,33,-0.035784313725490194
adbm,random,33,-0.00717234262125903
adbm,generality_descending,33,-0.009403487911216805
adbm,vulnerability_descending,33,0.1678115525769906
adbm,size_descending,33,-0.000641025641025641
adbm,motility_descending,33,0.07391993658343242
adbm,tiering_descending,33,-0.06827266238401142
adbm,calcification_descending,33,0.008446455505279034
adbm,generality_ascending,33,0.3381322801978618
adbm,vulnerability_ascending,33,-0.02448377581120944
adbm,size_ascending,33,0.1678115525769906
adbm,motility_ascending,33,-0.007890855457227139
adbm,tiering_ascending,33,0.130709662505779
adbm,calcification_ascending,33,0.08227308759413397
bodymassratio,random,33,-0.009408303255272926
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.004841659047460726
bodymassratio,motility_descending,33,-0.01256235440475174
bodymassratio,tiering_descending,33,-0.02555054420343394
bodymassratio,calcification_descending,33,0.047131252891882164
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.010150402308640368
bodymassratio,motility_ascending,33,-0.03696963892347476
bodymassratio,tiering_ascending,33,0.04721769945407528
bodymassratio,calcification_ascending,33,0.04153519222100586
bodymassratio,random,33,-0.009561448240693524
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.00594298063336381
bodymassratio,motility_descending,33,-0.002173353081331702
bodymassratio,tiering_descending,33,-0.03894140610050136
bodymassratio,calcification_descending,33,0.0061403338320735286
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.010150402308640368
bodymassratio,motility_ascending,33,-0.022836517901435194
bodymassratio,tiering_ascending,33,0.034527344124126044
bodymassratio,calcification_ascending,33,-0.031902701038334556
bodymassratio,random,33,-0.009561448240693524
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.009378271813949344
bodymassratio,motility_descending,33,0.017720938234788094
bodymassratio,tiering_descending,33,-0.034571878911501555
bodymassratio,calcification_descending,33,0.025538532723253304
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.08246403192494836
bodymassratio,motility_ascending,33,-0.01733023023855041
bodymassratio,tiering_ascending,33,0.034104831703459494
bodymassratio,calcification_ascending,33,-0.030565649107125507
bodymassratio,random,33,-0.051677243880326386
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.00594298063336381
bodymassratio,motility_descending,33,0.023520510013523087
bodymassratio,tiering_descending,33,-0.029088558500323207
bodymassratio,calcification_descending,33,-0.0019068647129666801
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.010150402308640368
bodymassratio,motility_ascending,33,-0.0012474660845158273
bodymassratio,tiering_ascending,33,0.04726015022068503
bodymassratio,calcification_ascending,33,0.008341225322357398
bodymassratio,random,33,-0.029394623734246377
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.0034750840925798043
bodymassratio,motility_descending,33,-0.002889193331796047
bodymassratio,tiering_descending,33,-0.02456367162249515
bodymassratio,calcification_descending,33,-0.0002204430906121304
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.022298456260720412
bodymassratio,motility_ascending,33,-0.008186454774095932
bodymassratio,tiering_ascending,33,0.01075088593046643
bodymassratio,calcification_ascending,33,-0.05973223480947477
bodymassratio,random,33,-0.020774789241268566
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.008145623805169977
bodymassratio,motility_descending,33,-0.020639785461162723
bodymassratio,tiering_descending,33,-0.044543429844097995
bodymassratio,calcification_descending,33,-0.00521569279361649
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.0264728532922603
bodymassratio,motility_ascending,33,-0.010314921568962862
bodymassratio,tiering_ascending,33,0.011176212477092636
bodymassratio,calcification_ascending,33,-0.032180209171359615
bodymassratio,random,33,-0.018431551824453496
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.004841659047460726
bodymassratio,motility_descending,33,-0.03399551159504613
bodymassratio,tiering_descending,33,-0.030913012221423435
bodymassratio,calcification_descending,33,-0.015352954032199315
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.0264728532922603
bodymassratio,motility_ascending,33,-0.025015558827547472
bodymassratio,tiering_ascending,33,0.013288956996456278
bodymassratio,calcification_ascending,33,-0.02135733693589763
bodymassratio,random,33,-0.03839590443686007
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.004655721636853712
bodymassratio,motility_descending,33,-0.02283683816806583
bodymassratio,tiering_descending,33,-0.030381383322559793
bodymassratio,calcification_descending,33,0.0004878584234855045
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.010150402308640368
bodymassratio,motility_ascending,33,0.00796896129821624
bodymassratio,tiering_ascending,33,0.022753719557808992
bodymassratio,calcification_ascending,33,0.0006606688300332278
bodymassratio,random,33,-0.031792868423239966
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.009378271813949344
bodymassratio,motility_descending,33,-0.008608126226609409
bodymassratio,tiering_descending,33,-0.03389830508474576
bodymassratio,calcification_descending,33,-0.040955631399317405
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.0264728532922603
bodymassratio,motility_ascending,33,-0.008608126226609409
bodymassratio,tiering_ascending,33,-0.0036087411730636432
bodymassratio,calcification_ascending,33,-0.025533619873242513
bodymassratio,random,33,0.03286063736978053
bodymassratio,generality_descending,33,-0.014915859255481898
bodymassratio,vulnerability_descending,33,0.004080601597264054
bodymassratio,size_descending,33,0.0034750840925798043
bodymassratio,motility_descending,33,0.0010563123770670941
bodymassratio,tiering_descending,33,-0.0155095870488729
bodymassratio,calcification_descending,33,-0.03754266211604096
bodymassratio,generality_ascending,33,0.020443168691147127
bodymassratio,vulnerability_ascending,33,-0.03365524745933972
bodymassratio,size_ascending,33,0.022298456260720412
bodymassratio,motility_ascending,33,-0.0039685933731333075
bodymassratio,tiering_ascending,33,0.02708073939277847
bodymassratio,calcification_ascending,33,-0.029021644131407124
lmatrix,random,33,0.06992760021190182
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.01729190349880005
lmatrix,motility_descending,33,0.031729190349880004
lmatrix,tiering_descending,33,0.011632718745689457
lmatrix,calcification_descending,33,0.10060629026146267
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.1605962498313773
lmatrix,motility_ascending,33,0.08947833775419982
lmatrix,tiering_ascending,33,0.1320901320901321
lmatrix,calcification_ascending,33,-0.04585537918871252
lmatrix,random,33,0.1437802197802198
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.01729190349880005
lmatrix,motility_descending,33,0.02256616622813806
lmatrix,tiering_descending,33,-0.04929577464788732
lmatrix,calcification_descending,33,0.024404320224255916
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.1605962498313773
lmatrix,motility_ascending,33,0.019742782267832368
lmatrix,tiering_ascending,33,0.1417664732271474
lmatrix,calcification_ascending,33,-0.05614525754806316
lmatrix,random,33,-0.005241251734237706
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.018441328786156373
lmatrix,motility_descending,33,0.05251282051282051
lmatrix,tiering_descending,33,-0.03396603396603397
lmatrix,calcification_descending,33,0.09865375781774495
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.1605962498313773
lmatrix,motility_ascending,33,-0.0012897900221843883
lmatrix,tiering_ascending,33,0.1760480898411933
lmatrix,calcification_ascending,33,0.02781819119847289
lmatrix,random,33,0.025476822028546165
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.01729190349880005
lmatrix,motility_descending,33,0.05177733065057009
lmatrix,tiering_descending,33,-0.023968484345842835
lmatrix,calcification_descending,33,-0.0112532757823339
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.1605962498313773
lmatrix,motility_ascending,33,-0.017840184506851174
lmatrix,tiering_ascending,33,0.199023199023199
lmatrix,calcification_ascending,33,0.031918777899485294
lmatrix,random,33,0.0541559191076876
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.00515346722243274
lmatrix,motility_descending,33,0.018740778259816335
lmatrix,tiering_descending,33,-0.0509433962264151
lmatrix,calcification_descending,33,0.03188035697306402
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.1605962498313773
lmatrix,motility_ascending,33,-0.03026983734379233
lmatrix,tiering_ascending,33,0.2089462261876055
lmatrix,calcification_ascending,33,0.03280186747120615
lmatrix,random,33,0.07171485828800458
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.02336353387033239
lmatrix,motility_descending,33,0.06621931838248278
lmatrix,tiering_descending,33,-0.041471048513302036
lmatrix,calcification_descending,33,0.07159277504105091
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.22173483186926826
lmatrix,motility_ascending,33,0.02613114584945571
lmatrix,tiering_ascending,33,0.08846708846708846
lmatrix,calcification_ascending,33,0.018441328786156373
lmatrix,random,33,-0.0781563126252505
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.01614247821144373
lmatrix,motility_descending,33,-0.013881520778072502
lmatrix,tiering_descending,33,-0.03197663833846737
lmatrix,calcification_descending,33,-0.005087505087505087
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.32758648758648756
lmatrix,motility_ascending,33,0.08336491095111785
lmatrix,tiering_ascending,33,0.2152330428192497
lmatrix,calcification_ascending,33,-0.03222086555419889
lmatrix,random,33,-0.013061273624653907
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.01729190349880005
lmatrix,motility_descending,33,0.14067020741928035
lmatrix,tiering_descending,33,-0.015684315684315685
lmatrix,calcification_descending,33,0.02655972109348315
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.22173483186926826
lmatrix,motility_ascending,33,0.06992760021190182
lmatrix,tiering_ascending,33,0.15375824175824176
lmatrix,calcification_ascending,33,0.10523098656596802
lmatrix,random,33,0.07030440823544272
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.00515346722243274
lmatrix,motility_descending,33,-0.0519769619448076
lmatrix,tiering_descending,33,0.00800326247642351
lmatrix,calcification_descending,33,0.021779823383029796
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.1605962498313773
lmatrix,motility_ascending,33,0.0045816991154611734
lmatrix,tiering_ascending,33,0.06115750915750916
lmatrix,calcification_ascending,33,-0.006984969053934571
lmatrix,random,33,0.06883516483516483
lmatrix,generality_descending,33,0.018441328786156373
lmatrix,vulnerability_descending,33,0.22173483186926826
lmatrix,size_descending,33,0.024599627813472066
lmatrix,motility_descending,33,0.05370721232790198
lmatrix,tiering_descending,33,-0.04582409460458241
lmatrix,calcification_descending,33,-0.002849002849002849
lmatrix,generality_ascending,33,0.021845889581360523
lmatrix,vulnerability_ascending,33,-0.007538814708159578
lmatrix,size_ascending,33,0.1605962498313773
lmatrix,motility_ascending,33,0.026756810323944592
lmatrix,tiering_ascending,33,0.2354090354090354
lmatrix,calcification_ascending,33,-0.06224066390041494
niche,random,33,-0.04398340248962656
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,-0.005191768007483629
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,0.0021912350597609563
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,-0.043824701195219126
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,5.313496280552604e-5
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,0.06258185219831619
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,-0.015887353878852286
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,-0.042095416276894296
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,0.10371498172959805
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
niche,random,33,0.016323666978484565
niche,generality_descending,33,-0.025
niche,vulnerability_descending,33,-0.03558191252779837
niche,generality_ascending,33,0.056962025316455694
niche,vulnerability_ascending,33,0.12229862475442044
pfim,random,33,0.10259497057249867
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.039361702127659576
pfim,motility_descending,33,-0.02290748898678414
pfim,tiering_descending,33,-0.029515108924806747
pfim,calcification_descending,33,0.29632892804698974
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.11960132890365449
pfim,motility_ascending,33,0.1681357649442756
pfim,tiering_ascending,33,0.29308943089430894
pfim,calcification_ascending,33,-0.03589232303090728
pfim,random,33,0.1212624584717608
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.04148936170212766
pfim,motility_descending,33,-0.030716723549488054
pfim,tiering_descending,33,-0.029515108924806747
pfim,calcification_descending,33,-0.027312775330396475
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.16668764422068386
pfim,motility_ascending,33,0.16707193515704155
pfim,tiering_ascending,33,0.347364594692839
pfim,calcification_ascending,33,-0.027153558052434457
pfim,random,33,-0.02553191489361702
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.03829787234042553
pfim,motility_descending,33,-0.024344569288389514
pfim,tiering_descending,33,-0.02881236823612087
pfim,calcification_descending,33,0.1688815060908084
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.2143066918397315
pfim,motility_ascending,33,0.24589631074272714
pfim,tiering_ascending,33,0.29796747967479675
pfim,calcification_ascending,33,-0.03745318352059925
pfim,random,33,-0.03137254901960784
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.04209328782707622
pfim,motility_descending,33,-0.02502844141069397
pfim,tiering_descending,33,-0.02881236823612087
pfim,calcification_descending,33,0.21468699839486358
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.1672203765227021
pfim,motility_ascending,33,-0.03436123348017621
pfim,tiering_ascending,33,0.33292978208232443
pfim,calcification_ascending,33,-0.023928215353938187
pfim,random,33,0.16332263242375603
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.039361702127659576
pfim,motility_descending,33,0.16706795077581593
pfim,tiering_descending,33,-0.028109627547434995
pfim,calcification_descending,33,0.21342563457100902
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.16404447241451647
pfim,motility_ascending,33,-0.035580524344569285
pfim,tiering_ascending,33,0.3871080139372822
pfim,calcification_ascending,33,0.2950354609929078
pfim,random,33,0.2595019659239843
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.04323094425483504
pfim,motility_descending,33,0.21516403171438067
pfim,tiering_descending,33,-0.029515108924806747
pfim,calcification_descending,33,0.24954407294832825
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.1658065869519614
pfim,motility_ascending,33,-0.03489531405782652
pfim,tiering_ascending,33,0.3456416464891041
pfim,calcification_ascending,33,-0.021145374449339206
pfim,random,33,0.1605202433396266
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.04209328782707622
pfim,motility_descending,33,0.16987693953986088
pfim,tiering_descending,33,-0.02881236823612087
pfim,calcification_descending,33,-0.02193419740777667
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.21694986364589888
pfim,motility_ascending,33,-0.02159468438538206
pfim,tiering_ascending,33,0.3946731234866828
pfim,calcification_ascending,33,-0.02823920265780731
pfim,random,33,-0.022026431718061675
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.02844141069397042
pfim,motility_descending,33,0.11906859660163625
pfim,tiering_descending,33,-0.029515108924806747
pfim,calcification_descending,33,0.21187800963081863
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.16638981173864895
pfim,motility_ascending,33,-0.019662921348314606
pfim,tiering_ascending,33,0.290083005679336
pfim,calcification_ascending,33,-0.04468085106382979
pfim,random,33,0.20251471375066882
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.02844141069397042
pfim,motility_descending,33,-0.02193419740777667
pfim,tiering_descending,33,-0.02881236823612087
pfim,calcification_descending,33,0.21187800963081863
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.21606880637717643
pfim,motility_ascending,33,-0.03745318352059925
pfim,tiering_ascending,33,0.38663171690694625
pfim,calcification_ascending,33,0.15217831813576493
pfim,random,33,-0.026919242273180457
pfim,generality_descending,33,-0.018726591760299626
pfim,vulnerability_descending,33,0.1157035848047084
pfim,size_descending,33,-0.04323094425483504
pfim,motility_descending,33,0.21469098277608917
pfim,tiering_descending,33,-0.027333333333333334
pfim,calcification_descending,33,-0.01744186046511628
pfim,generality_ascending,33,0.11008560727661851
pfim,vulnerability_ascending,33,0.3365837802697871
pfim,size_ascending,33,0.16472868217054262
pfim,motility_ascending,33,0.1654477490654965
pfim,tiering_ascending,33,0.29465301478953354
pfim,calcification_ascending,33,-0.020937188434695914
random,random,33,0.635690130817834
random,generality_descending,33,0.10018382352941177
random,vulnerability_descending,33,-0.032426778242677826
random,size_descending,33,-0.016332013574660634
random,motility_descending,33,0.05684498896583213
random,tiering_descending,33,-0.08608762490392007
random,calcification_descending,33,0.193085407239819
random,generality_ascending,33,-0.039951254858046244
random,vulnerability_ascending,33,0.15013536795471327
random,size_ascending,33,0.078125
random,motility_ascending,33,0.18743824517488966
random,tiering_ascending,33,0.487019388761091
random,calcification_ascending,33,-0.007070135746606335
random,random,33,0.2991074369277386
random,generality_descending,33,0.10018382352941177
random,vulnerability_descending,33,-0.032426778242677826
random,size_descending,33,-0.016332013574660634
random,motility_descending,33,0.08636285072305122
random,tiering_descending,33,-0.07983482450103235
random,calcification_descending,33,0.2127122815653458
random,generality_ascending,33,-0.039951254858046244
random,vulnerability_ascending,33,0.15013536795471327
random,size_ascending,33,0.044206619553612284
random,motility_ascending,33,0.20729638009049775
random,tiering_ascending,33,0.5823335913312694
random,calcification_ascending,33,0.054963415336751746
random,random,33,0.3463687150837989
random,generality_descending,33,0.10018382352941177
random,vulnerability_descending,33,-0.032426778242677826
random,size_descending,33,-0.016332013574660634
random,motility_descending,33,0.12876292734338976
random,tiering_descending,33,-0.08957654723127036
random,calcification_descending,33,0.1508122077282796
random,generality_ascending,33,-0.039951254858046244
random,vulnerability_ascending,33,0.15013536795471327
random,size_ascending,33,0.14338235294117646
random,motility_ascending,33,0.09707296380090498
random,tiering_ascending,33,0.48106701076799857
random,calcification_ascending,33,0.18957666748707852
random,random,33,0.1116785626384445
random,generality_descending,33,0.10018382352941177
random,vulnerability_descending,33,-0.032426778242677826
random,size_descending,33,-0.016332013574660634
random,motility_descending,33,-0.017463235294117647
random,tiering_descending,33,-0.08648255813953488
random,calcification_descending,33,-0.008816747298458199
random,generality_ascending,33,-0.039951254858046244
random,vulnerability_ascending,33,0.15013536795471327
random,size_ascending,33,0.11397058823529412
random,motility_ascending,33,0.09712219853661347
random,tiering_ascending,33,0.578379460710154
random,calcification_ascending,33,-0.03125
random,random,33,0.03343031629889958
random,generality_descending,33,0.10018382352941177
random,vulnerability_descending,33,-0.032426778242677826
random,size_descending,33,-0.016332013574660634
random,motility_descending,33,0.11741650747645083
random,tiering_descending,33,-0.08575581395348837
random,calcification_descending,33,0.196714250553778
random,generality_ascending,33,-0.039951254858046244
random,vulnerability_ascending,33,0.15013536795471327
random,size_ascending,33,0.125
random,motility_ascending,33,-0.046875
random,tiering_ascending,33,0.6432544273382576
random,calcification_ascending,33,0.16937290033594624
random,random,33,0.2147980641815982
random,generality_descending,33,0.10018382352941177
random,vulnerability_descending,33,-0.032426778242677826
random,size_descending,33,-0.016332013574660634
