model,extinction_mechanism,richness,links,connectance,diameter,complexity,distance,basal,top,generality,vulnerability,redundancy,S1,S2,S4,S5,robustness,r50,rep
random,calcification_descending,13,13,0.07692307692307693,2,0.8426100847383058,2.0,2.0,11.0,0.5773502691896257,3.0550504633038935,1.0,0.0,0.0,56.0,2.0,0.7454407294832825,0.2553191489361702,484
random,generality_ascending,20,137,0.3425,7,0.5145713086192317,1.0,0.0,13.0,0.36634754853252327,9.598656704264185,118.0,0.0,0.0,78.0,0.0,0.5000000000000001,0.5319148936170213,485
random,vulnerability_ascending,20,183,0.4575,14,0.7323589877128979,1.0,0.0,6.0,3.0135658193191035,8.33050829307868,164.0,0.0,15.0,37.0,25.0,0.5000000000000001,0.5319148936170213,486
random,size_ascending,20,79,0.1975,4,0.42966164580846594,1.0,0.0,16.0,0.22360679774997896,8.10766369099729,60.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.5319148936170213,487
random,motility_ascending,15,15,0.06666666666666667,2,0.8266875438446198,2.0,2.0,13.0,0.5345224838248488,3.359421718944242,1.0,0.0,0.0,79.0,2.0,0.7222222222222221,0.19148936170212766,488
random,calcification_ascending,14,13,0.0663265306122449,2,0.7514366193966907,2.0,2.0,12.0,0.47463114654932337,3.197698348073928,0.0,0.0,0.0,66.0,1.0,0.753682487725041,0.2765957446808511,490
adbm,random,20,38,0.095,7,0.8580573953562037,3.0,1.0,13.0,1.7137217117324381,3.307089672999987,19.0,31.0,0.0,121.0,45.0,0.48271276595744683,0.5208333333333334,491
adbm,generality_descending,20,19,0.0475,2,0.9870202151309723,2.0,1.0,18.0,0.22360679774997896,3.03445130737702,0.0,12.0,0.0,87.0,0.0,0.588690476190476,0.5208333333333334,492
adbm,vulnerability_descending,18,39,0.12037037037037036,8,0.8618338179057444,3.0,1.0,10.0,1.9478494929174643,3.1669246540936027,22.0,31.0,0.0,108.0,55.0,0.28787878787878785,0.0625,493
adbm,size_descending,20,19,0.0475,2,0.9994997009264436,3.0,1.0,18.0,0.22360679774997896,2.928534751283257,0.0,9.0,0.0,81.0,0.0,0.5101950354609928,0.5208333333333334,494
adbm,motility_descending,20,36,0.09,6,0.8847815126324221,3.0,1.0,14.0,1.5761378513048248,3.381061807682377,17.0,30.0,0.0,123.0,38.0,0.5641025641025639,0.5208333333333334,495
adbm,calcification_descending,20,27,0.0675,5,0.8915790359926832,3.0,1.0,15.0,0.8750939799154207,3.2326459750489227,8.0,21.0,0.0,104.0,12.0,0.5122282608695652,0.5208333333333334,497
adbm,generality_ascending,14,20,0.10204081632653061,4,0.8908002936585817,3.0,1.0,10.0,0.7559289460184544,2.84778687929594,7.0,16.0,0.0,57.0,8.0,0.6276041666666667,0.5208333333333334,498
adbm,vulnerability_ascending,20,33,0.0825,8,0.894597368166659,3.0,1.0,12.0,1.5312533566021211,3.065512750104398,14.0,24.0,0.0,100.0,33.0,0.5101950354609928,0.5208333333333334,499
adbm,size_ascending,19,30,0.08310249307479224,6,0.8981188032762495,3.0,1.0,13.0,1.1697953037312037,3.254326854336208,12.0,24.0,0.0,104.0,21.0,0.4325396825396825,0.125,500
adbm,motility_ascending,20,36,0.09,6,0.8847815126324221,3.0,1.0,14.0,1.5761378513048248,3.381061807682377,17.0,30.0,0.0,123.0,38.0,0.5641025641025639,0.5208333333333334,501
adbm,calcification_ascending,20,35,0.0875,6,0.881418123407532,3.0,1.0,14.0,1.332784974957958,3.4622019157269204,16.0,29.0,0.0,127.0,30.0,0.5039893617021276,0.5208333333333334,503
bodymassratio,random,20,68,0.17,16,0.8892166980320428,3.0,1.0,3.0,3.7049042888411683,3.1187041843486347,49.0,57.0,44.0,130.0,168.0,0.4543439716312056,0.4583333333333333,504
bodymassratio,generality_descending,20,22,0.055,3,0.9403893258362721,1.0,1.0,17.0,0.4472135954999579,3.007009355349247,3.0,10.0,0.0,87.0,3.0,0.5303030303030304,0.5208333333333334,505
bodymassratio,vulnerability_descending,19,52,0.1440443213296399,12,0.904071807342491,1.0,1.0,4.0,2.3532980465522066,3.664273541207769,34.0,48.0,26.0,140.0,69.0,0.576923076923077,0.20833333333333334,506
bodymassratio,size_descending,18,39,0.12037037037037036,11,0.9191780923731202,1.0,1.0,4.0,2.4070973488953085,2.995094027788463,22.0,26.0,16.0,83.0,56.0,0.49916666666666665,0.22916666666666666,507
bodymassratio,motility_descending,20,88,0.22,15,0.8685052450017624,1.0,1.0,3.0,4.04448942844979,3.283130726672493,69.0,97.0,78.0,174.0,227.0,0.5405982905982906,0.4791666666666667,508
bodymassratio,calcification_descending,18,68,0.20987654320987653,12,0.876581049892295,1.0,1.0,2.0,3.153999432197262,3.209463131860412,51.0,72.0,54.0,128.0,125.0,0.5400219298245614,0.4791666666666667,510
bodymassratio,generality_ascending,20,68,0.17,13,0.8827779843436412,1.0,1.0,4.0,2.8910023757932306,4.005259699839437,49.0,48.0,48.0,186.0,113.0,0.5028153153153152,0.3958333333333333,511
bodymassratio,vulnerability_ascending,20,39,0.0975,17,0.9116247741392366,3.0,1.0,2.0,3.3635038122078655,2.762054917705485,20.0,22.0,9.0,82.0,117.0,0.5101950354609928,0.5208333333333334,512
bodymassratio,size_ascending,20,42,0.105,13,0.8766128084142913,3.0,1.0,7.0,2.7510763443844266,3.007009355349247,23.0,30.0,0.0,109.0,95.0,0.5101950354609928,0.5208333333333334,513
bodymassratio,motility_ascending,20,88,0.22,15,0.8685052450017624,1.0,1.0,3.0,4.04448942844979,3.283130726672493,69.0,97.0,78.0,174.0,227.0,0.5405982905982906,0.4791666666666667,514
bodymassratio,calcification_ascending,20,90,0.225,16,0.8576182538401349,1.0,1.0,3.0,3.720497985909668,3.605551275463989,71.0,104.0,84.0,197.0,205.0,0.48885658914728675,0.4583333333333333,516
lmatrix,random,20,28,0.07,4,0.8855139960109226,3.0,1.0,16.0,0.8207826816681233,3.1689280937184257,9.0,17.0,0.0,101.0,12.0,0.519927536231884,0.5208333333333334,517
lmatrix,generality_descending,20,19,0.0475,2,0.9954423329744269,3.0,1.0,18.0,0.22360679774997896,2.964260802504253,0.0,8.0,0.0,83.0,0.0,0.5447916666666667,0.5208333333333334,518
lmatrix,vulnerability_descending,19,18,0.04986149584487535,1,NaN,2.0,1.0,18.0,0.22941573387056177,4.129483209670112,0.0,0.0,0.0,153.0,0.0,0.3245192307692306,0.14583333333333334,519
lmatrix,size_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.5101950354609928,0.5208333333333334,520
lmatrix,motility_descending,20,27,0.0675,6,0.9100737017940885,3.0,1.0,14.0,0.9880869341680842,3.1165939573093,8.0,15.0,0.0,97.0,14.0,0.5787927350427348,0.5208333333333334,521
lmatrix,calcification_descending,20,23,0.0575,3,0.890556794261564,3.0,1.0,17.0,0.4893604849295929,3.1999177621011645,4.0,10.0,0.0,99.0,4.0,0.5176630434782609,0.5208333333333334,523
lmatrix,generality_ascending,20,25,0.0625,4,0.968699100252733,3.0,1.0,16.0,0.7863975156570492,3.006571749386754,6.0,17.0,0.0,89.0,9.0,0.568530701754386,0.5208333333333334,524
lmatrix,vulnerability_ascending,20,33,0.0825,9,0.9089460263397652,3.0,1.0,11.0,1.8994459025837256,2.942877217246665,14.0,22.0,0.0,93.0,45.0,0.5101950354609928,0.5208333333333334,525
lmatrix,size_ascending,20,22,0.055,3,0.8837727557446463,3.0,1.0,17.0,0.4472135954999579,3.291136421871391,3.0,8.0,0.0,104.0,3.0,0.35546874999999994,0.1875,526
lmatrix,motility_ascending,20,27,0.0675,6,0.9100737017940885,3.0,1.0,14.0,0.9880869341680842,3.1165939573093,8.0,15.0,0.0,97.0,14.0,0.5787927350427348,0.5208333333333334,527
lmatrix,calcification_ascending,20,25,0.0625,3,0.8494257195277032,1.0,1.0,17.0,0.5501196042201808,3.2261268941010526,6.0,13.0,0.0,102.0,6.0,0.5070921985815602,0.5208333333333334,529
niche,random,20,57,0.1425,9,0.8875418818325042,1.0,1.0,4.0,2.412140346794021,2.2542357790099112,38.0,50.0,16.0,55.0,56.0,0.48537234042553185,0.5,530
niche,generality_descending,20,21,0.0525,2,0.9463573547405423,1.0,1.0,12.0,0.3940344628262062,2.665076280136718,2.0,5.0,0.0,67.0,1.0,0.5203125000000001,0.4583333333333333,531
niche,vulnerability_descending,19,45,0.12465373961218837,15,0.929611495820953,1.0,1.0,2.0,2.216366554014562,1.6736694986296652,27.0,16.0,0.0,36.0,32.0,0.5107323232323232,0.3958333333333333,532
niche,generality_ascending,20,88,0.22,17,0.8651815016809024,1.0,1.0,1.0,4.500292388161837,2.257152374587339,69.0,10.0,6.0,24.0,13.0,0.48304263565891464,0.4375,533
niche,vulnerability_ascending,20,52,0.13,7,0.9284205654741639,1.0,1.0,0.0,2.4793887192315434,1.429022485182754,33.0,10.0,0.0,31.0,7.0,0.4930555555555556,0.4791666666666667,534
pfim,random,20,31,0.0775,8,0.87463539114524,3.0,1.0,11.0,1.6375527311718612,3.3478194002726767,12.0,8.0,0.0,107.0,9.0,0.5105708245243129,0.5227272727272727,535
pfim,generality_descending,20,19,0.0475,1,0.7030243614276614,2.0,1.0,18.0,0.22360679774997902,4.019361038510317,0.0,1.0,0.0,153.0,0.0,0.5079545454545455,0.4772727272727273,536
pfim,vulnerability_descending,19,32,0.0886426592797784,14,0.9247853669587236,3.0,1.0,2.0,3.000974500594161,3.480942266732886,14.0,2.0,0.0,120.0,1.0,0.4880050505050506,0.4090909090909091,537
pfim,size_descending,20,40,0.1,14,0.9303465096011434,3.0,1.0,3.0,3.0262013708347473,3.1953914182443244,21.0,3.0,0.0,105.0,3.0,0.5096711798839458,0.5681818181818182,538
pfim,motility_descending,20,39,0.0975,16,0.8980074102795372,3.0,1.0,2.0,3.4408536272574177,2.9285347512832565,20.0,2.0,0.0,91.0,0.0,0.5856643356643357,0.5454545454545454,539
pfim,calcification_descending,20,42,0.105,14,0.9031297233807165,3.0,1.0,2.0,3.35449423593891,2.7125439603519985,23.0,3.0,0.0,78.0,0.0,0.510154738878143,0.5909090909090909,541
pfim,generality_ascending,20,41,0.1025,13,0.916029816545867,3.0,1.0,1.0,2.9105072807981336,2.723677854048011,22.0,6.0,1.0,79.0,9.0,0.4994318181818182,0.4772727272727273,542
pfim,vulnerability_ascending,20,34,0.085,11,0.9515051350965567,3.0,1.0,4.0,2.341839133312916,3.419756839616709,15.0,3.0,0.0,120.0,3.0,0.5110993657505286,0.5227272727272727,543
pfim,size_ascending,20,28,0.07,7,0.9412049596263304,3.0,1.0,8.0,1.2732056517228265,2.835860585987593,9.0,16.0,1.0,81.0,20.0,0.5091876208897486,0.5681818181818182,544
pfim,motility_ascending,20,39,0.0975,16,0.8980074102795372,3.0,1.0,2.0,3.4408536272574177,2.9285347512832565,20.0,2.0,0.0,91.0,0.0,0.5856643356643357,0.5454545454545454,545
pfim,calcification_ascending,20,40,0.1,15,0.9158377619102746,3.0,2.0,2.0,3.387282717832439,2.9379548919900764,21.0,1.0,0.0,91.0,0.0,0.5067698259187621,0.5909090909090909,547
random,random,20,82,0.205,6,0.7639296109318195,1.0,0.0,14.0,1.3337718577107003,7.354912429261497,63.0,0.0,2.0,77.0,0.0,0.533151904997526,0.5319148936170213,548
random,generality_descending,20,128,0.32,8,0.6945573819259007,1.0,0.0,12.0,1.6026294183720637,8.623102384689753,109.0,0.0,4.0,80.0,0.0,0.5104070305272893,0.5319148936170213,549
random,vulnerability_descending,18,47,0.14506172839506173,4,0.8092394606715861,1.0,0.0,14.0,1.2432826042324119,5.457201274612656,30.0,0.0,0.0,10.0,0.0,0.647872340425532,0.1702127659574468,550
random,size_descending,20,53,0.1325,4,0.7458184273493719,1.0,0.0,16.0,1.0894228312566054,6.054793664179604,34.0,0.0,0.0,105.0,0.0,0.4821870361207323,0.5319148936170213,551
random,motility_descending,18,47,0.14506172839506173,4,0.8092394606715861,1.0,0.0,14.0,1.2432826042324119,5.457201274612656,30.0,0.0,0.0,10.0,0.0,0.6462765957446809,0.19148936170212766,552
random,calcification_descending,16,40,0.15625,4,0.8184107608103734,1.0,0.0,12.0,1.2649110640673518,4.9396356140913875,25.0,0.0,0.0,6.0,0.0,0.6777221526908636,0.2978723404255319,554
random,generality_ascending,20,71,0.1775,5,0.7577231918297477,1.0,0.0,15.0,1.3562719801759993,6.786015030929418,52.0,0.0,0.0,10.0,0.0,0.5622729631551635,0.5319148936170213,555
random,vulnerability_ascending,20,178,0.445,14,0.7417942090525483,1.0,0.0,5.0,3.0244616745881627,8.353379398089197,159.0,0.0,7.0,39.0,0.0,0.5000000000000001,0.5319148936170213,556
random,size_ascending,20,56,0.14,3,0.5780717092648989,1.0,0.0,17.0,0.5231483637805969,6.8564222679025155,37.0,0.0,0.0,0.0,0.0,0.5099290780141841,0.5106382978723404,557
random,motility_ascending,18,47,0.14506172839506173,4,0.8092394606715861,1.0,0.0,14.0,1.2432826042324119,5.457201274612656,30.0,0.0,0.0,10.0,0.0,0.6462765957446809,0.19148936170212766,558
random,calcification_ascending,16,41,0.16015625,4,0.807950235770079,1.0,0.0,12.0,1.2632629707758134,5.019545132114397,26.0,0.0,0.0,6.0,0.0,0.6788563829787235,0.2765957446808511,560
adbm,random,20,32,0.08,5,0.8850341918958099,3.0,1.0,15.0,1.2732056517228265,3.604091242492416,13.0,28.0,0.0,133.0,25.0,0.4213541666666666,0.22916666666666666,561
adbm,generality_descending,20,19,0.0475,2,0.9537435083137782,3.0,1.0,18.0,0.22360679774997896,3.268268493769816,0.0,14.0,0.0,101.0,0.0,0.6096813725490198,0.5208333333333334,562
